document_id,bid_id,tender_id,vendor_id,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_tag
D-003660,B-003660,T-00942,V-0012,True,False,False,36.1,0.257,0.93,False,none
D-003661,B-003661,T-00943,V-0329,True,False,False,22.1,0.123,0.94,False,none
D-003662,B-003662,T-00943,V-0203,True,False,False,55.0,0.134,0.9,False,none
D-003663,B-003663,T-00943,V-0043,True,False,False,39.9,0.106,0.97,False,none
D-003664,B-003664,T-00943,V-0486,True,False,False,40.5,0.05,0.95,False,none
D-003665,B-003665,T-00943,V-0202,True,False,False,59.1,0.286,0.87,False,none
D-003666,B-003666,T-00944,V-0318,True,False,False,65.9,0.162,0.91,False,none
D-003667,B-003667,T-00944,V-0244,True,False,False,65.3,0.815,0.25,False,ai_generated_doc
D-003668,B-003668,T-00944,V-0245,True,False,False,47.3,0.282,0.98,False,none
D-003669,B-003669,T-00944,V-0238,True,False,False,45.4,0.28,0.87,False,none
D-003670,B-003670,T-00945,V-0488,True,False,False,34.2,0.218,0.88,False,shell_company
D-003671,B-003671,T-00945,V-0168,True,False,False,51.3,0.459,0.95,False,none
D-003672,B-003672,T-00945,V-0247,True,False,False,47.5,0.382,0.85,False,none
D-003673,B-003673,T-00946,V-0228,False,False,False,58.7,0.26,0.97,False,shell_company
D-003674,B-003674,T-00946,V-0219,True,False,False,45.8,0.083,0.94,False,none
D-003675,B-003675,T-00946,V-0020,True,False,False,36.8,0.367,0.94,False,none
D-003676,B-003676,T-00946,V-0028,True,False,False,44.3,0.166,0.9,False,none
D-003677,B-003677,T-00947,V-0119,True,False,False,41.7,0.183,0.93,False,bid_suppression
D-003678,B-003678,T-00948,V-0076,True,False,False,35.9,0.027,0.98,False,bid_rigging
D-003679,B-003679,T-00948,V-0166,True,False,False,50.9,0.057,0.9,False,bid_rigging
D-003680,B-003680,T-00948,V-0355,True,False,True,35.5,0.278,1.0,False,bid_rigging
D-003681,B-003681,T-00948,V-0382,True,False,False,35.3,0.087,0.89,False,bid_rigging
D-003682,B-003682,T-00949,V-0196,True,False,False,65.6,0.183,0.95,False,none
D-003683,B-003683,T-00949,V-0086,True,False,False,30.4,0.413,0.89,False,none
D-003684,B-003684,T-00950,V-0333,True,False,False,63.4,0.296,0.92,False,none
D-003685,B-003685,T-00950,V-0363,True,False,False,45.5,0.091,0.93,False,none
D-003686,B-003686,T-00950,V-0216,True,False,False,8.9,0.133,0.88,False,none
D-003687,B-003687,T-00950,V-0071,True,False,False,39.2,0.038,0.91,False,none
D-003688,B-003688,T-00950,V-0132,True,False,False,34.7,0.375,0.97,False,none
D-003689,B-003689,T-00951,V-0461,True,False,False,65.6,0.1,0.93,False,none
D-003690,B-003690,T-00951,V-0208,True,False,False,60.8,0.409,0.94,False,none
D-003691,B-003691,T-00951,V-0347,True,False,False,48.9,0.404,0.93,False,none
D-003692,B-003692,T-00951,V-0397,True,False,False,24.1,0.171,0.89,False,none
D-003693,B-003693,T-00952,V-0194,True,False,False,34.6,0.085,1.0,False,none
D-003694,B-003694,T-00952,V-0335,True,False,False,56.0,0.145,0.9,False,none
D-003695,B-003695,T-00952,V-0219,True,False,False,36.9,0.045,0.97,True,none
D-003696,B-003696,T-00952,V-0458,True,False,False,49.3,0.022,0.88,False,none
D-003697,B-003697,T-00953,V-0483,True,False,False,60.1,0.373,0.95,False,none
D-003698,B-003698,T-00953,V-0219,True,False,False,66.2,0.043,0.87,False,none
D-003699,B-003699,T-00953,V-0322,True,False,False,36.8,0.1,0.93,False,none
D-003700,B-003700,T-00953,V-0081,True,False,False,51.8,0.186,0.96,False,none
D-003701,B-003701,T-00953,V-0437,True,False,False,38.4,0.207,0.93,False,none
D-003702,B-003702,T-00953,V-0213,True,False,False,57.9,0.06,0.86,False,none
D-003703,B-003703,T-00954,V-0394,True,False,False,46.8,0.241,0.9,False,none
D-003704,B-003704,T-00954,V-0411,True,False,False,60.7,0.283,0.99,False,none
D-003705,B-003705,T-00954,V-0312,True,False,False,47.7,0.369,0.91,True,none
D-003706,B-003706,T-00954,V-0287,True,False,False,39.0,0.126,0.98,False,none
D-003707,B-003707,T-00954,V-0111,True,False,False,21.5,0.327,0.88,False,none
D-003708,B-003708,T-00955,V-0237,True,False,False,39.0,0.461,1.0,False,none
D-003709,B-003709,T-00955,V-0084,True,False,False,36.9,0.01,0.88,False,none
D-003710,B-003710,T-00955,V-0375,True,False,False,36.5,0.359,0.99,False,none
D-003711,B-003711,T-00955,V-0421,True,False,False,51.4,0.015,0.93,False,none
D-003712,B-003712,T-00955,V-0004,True,False,False,32.1,0.105,0.97,False,none
D-003713,B-003713,T-00956,V-0341,True,False,False,31.6,0.044,0.96,False,none
D-003714,B-003714,T-00956,V-0321,True,False,False,49.2,0.386,0.93,False,none
D-003715,B-003715,T-00956,V-0496,True,False,False,53.3,0.213,0.96,False,none
D-003716,B-003716,T-00956,V-0351,True,False,False,51.2,0.271,0.93,False,none
D-003717,B-003717,T-00957,V-0153,True,False,False,46.0,0.159,0.9,False,none
D-003718,B-003718,T-00957,V-0175,True,False,False,50.5,0.347,0.98,True,none
D-003719,B-003719,T-00958,V-0071,True,False,False,53.3,0.349,0.89,False,none
D-003720,B-003720,T-00958,V-0465,True,False,False,36.3,0.108,0.86,False,none
D-003721,B-003721,T-00959,V-0317,True,False,False,57.5,0.258,0.93,False,none
D-003722,B-003722,T-00959,V-0439,True,False,False,44.8,0.154,1.0,False,none
D-003723,B-003723,T-00959,V-0426,True,False,False,34.3,0.162,0.94,False,none
D-003724,B-003724,T-00959,V-0388,True,False,False,52.7,0.242,0.97,False,none
D-003725,B-003725,T-00959,V-0169,True,False,False,45.0,0.218,0.91,False,none
D-003726,B-003726,T-00960,V-0463,True,False,False,47.8,0.258,0.91,False,none
D-003727,B-003727,T-00960,V-0093,True,False,False,56.7,0.144,0.87,False,none
D-003728,B-003728,T-00960,V-0412,True,False,False,54.3,0.016,0.93,False,none
D-003729,B-003729,T-00960,V-0341,True,False,False,41.1,0.191,0.92,False,none
D-003730,B-003730,T-00960,V-0176,True,False,False,51.6,0.313,0.99,False,none
D-003731,B-003731,T-00961,V-0299,True,False,False,46.7,0.244,0.97,False,none
D-003732,B-003732,T-00961,V-0118,True,False,False,60.7,0.253,0.89,False,none
D-003733,B-003733,T-00962,V-0352,True,False,False,47.1,0.234,0.94,False,none
D-003734,B-003734,T-00962,V-0232,True,False,False,57.7,0.227,0.91,False,none
D-003735,B-003735,T-00962,V-0357,True,False,False,30.2,0.408,0.92,False,none
D-003736,B-003736,T-00963,V-0433,True,False,False,52.2,0.161,0.88,False,none
D-003737,B-003737,T-00963,V-0044,True,False,False,67.3,0.043,0.97,False,none
D-003738,B-003738,T-00963,V-0341,True,False,False,30.8,0.173,0.93,False,none
D-003739,B-003739,T-00964,V-0046,True,False,False,42.9,0.083,0.87,False,bid_rigging
D-003740,B-003740,T-00964,V-0250,True,False,True,57.0,0.145,0.92,False,bid_rigging
D-003741,B-003741,T-00964,V-0264,True,False,False,43.0,0.099,0.95,True,bid_rigging
D-003742,B-003742,T-00964,V-0449,True,False,True,51.1,0.109,0.9,False,bid_rigging
D-003743,B-003743,T-00965,V-0159,True,False,False,54.4,0.134,0.86,False,none
D-003744,B-003744,T-00965,V-0171,True,False,False,60.7,0.124,0.99,False,none
D-003745,B-003745,T-00966,V-0298,True,False,False,36.6,0.098,0.99,False,conflict_of_interest
D-003746,B-003746,T-00966,V-0116,True,False,False,48.7,0.366,0.85,False,none
D-003747,B-003747,T-00966,V-0347,True,False,False,39.7,0.218,0.97,False,none
D-003748,B-003748,T-00967,V-0228,True,False,False,54.7,0.364,0.87,False,shell_company
D-003749,B-003749,T-00967,V-0077,True,False,False,42.3,0.496,0.96,True,none
D-003750,B-003750,T-00967,V-0029,True,False,False,41.2,0.018,0.89,False,none
D-003751,B-003751,T-00967,V-0074,True,False,False,27.3,0.145,0.91,False,none
D-003752,B-003752,T-00968,V-0032,True,False,False,45.0,0.243,0.99,False,none
D-003753,B-003753,T-00968,V-0056,True,False,False,59.4,0.159,0.91,False,none
D-003754,B-003754,T-00968,V-0367,True,False,False,35.2,0.123,0.85,False,none
D-003755,B-003755,T-00968,V-0169,True,False,False,9.7,0.116,0.98,False,none
D-003756,B-003756,T-00968,V-0149,True,False,False,31.6,0.215,0.85,False,none
D-003757,B-003757,T-00968,V-0302,True,False,False,27.5,0.278,0.96,False,none
D-003758,B-003758,T-00969,V-0347,True,False,False,51.7,0.299,0.87,False,none
D-003759,B-003759,T-00969,V-0328,True,False,False,56.6,0.043,0.9,False,none
D-003760,B-003760,T-00970,V-0309,True,False,False,37.6,0.134,0.92,False,none
D-003761,B-003761,T-00970,V-0064,True,False,False,39.4,0.274,0.88,False,none
D-003762,B-003762,T-00970,V-0199,True,False,False,45.3,0.111,0.94,True,none
D-003763,B-003763,T-00970,V-0462,True,False,False,45.9,0.226,0.9,False,none
D-003764,B-003764,T-00970,V-0400,True,False,False,44.4,0.499,0.96,False,none
D-003765,B-003765,T-00971,V-0303,True,False,False,56.2,0.541,0.55,False,ai_generated_doc
D-003766,B-003766,T-00971,V-0281,True,False,False,55.8,0.275,0.96,False,none
D-003767,B-003767,T-00972,V-0036,True,False,False,66.4,0.133,0.89,False,bid_rigging
D-003768,B-003768,T-00972,V-0058,True,False,True,10.1,0.045,0.92,False,bid_rigging
D-003769,B-003769,T-00972,V-0099,True,False,False,52.5,0.114,0.97,False,bid_rigging
D-003770,B-003770,T-00972,V-0379,True,False,False,40.8,0.372,0.89,False,bid_rigging
D-003771,B-003771,T-00972,V-0410,True,False,False,52.0,0.066,0.9,False,bid_rigging
D-003772,B-003772,T-00973,V-0036,True,False,False,32.2,0.329,0.89,False,bid_rigging
D-003773,B-003773,T-00973,V-0058,True,False,False,30.3,0.178,0.98,False,bid_rigging
D-003774,B-003774,T-00973,V-0099,True,False,True,43.7,0.118,0.91,False,bid_rigging
D-003775,B-003775,T-00973,V-0379,True,False,True,32.0,0.109,0.94,False,bid_rigging
D-003776,B-003776,T-00973,V-0410,True,False,False,46.9,0.228,0.93,False,bid_rigging
D-003777,B-003777,T-00974,V-0122,True,False,False,22.7,0.064,0.95,False,none
D-003778,B-003778,T-00974,V-0403,True,False,False,35.2,0.02,0.86,False,none
D-003779,B-003779,T-00974,V-0217,True,False,False,55.6,0.547,0.85,False,none
D-003780,B-003780,T-00975,V-0051,True,False,False,70.6,0.207,0.98,False,none
D-003781,B-003781,T-00975,V-0124,True,False,False,42.4,0.233,0.93,False,none
D-003782,B-003782,T-00975,V-0125,True,False,False,48.8,0.245,0.86,True,none
D-003783,B-003783,T-00975,V-0143,True,False,False,23.7,0.165,0.89,False,none
D-003784,B-003784,T-00976,V-0378,True,False,False,52.9,0.297,0.93,False,none
D-003785,B-003785,T-00976,V-0100,True,False,False,32.4,0.266,0.87,True,none
D-003786,B-003786,T-00976,V-0350,True,False,False,43.7,0.246,0.88,False,none
D-003787,B-003787,T-00976,V-0374,True,False,False,55.4,0.084,0.87,False,none
D-003788,B-003788,T-00976,V-0039,True,False,False,38.9,0.156,0.87,False,none
D-003789,B-003789,T-00976,V-0451,True,False,False,32.5,0.056,0.98,False,none
D-003790,B-003790,T-00977,V-0361,True,False,False,46.7,0.185,0.94,False,none
D-003791,B-003791,T-00977,V-0156,True,False,False,33.9,0.367,0.98,False,none
D-003792,B-003792,T-00977,V-0331,True,False,False,51.3,0.194,0.9,False,none
D-003793,B-003793,T-00977,V-0248,True,False,False,61.7,0.317,0.88,False,none
D-003794,B-003794,T-00977,V-0219,True,False,False,42.2,0.091,0.94,False,none
D-003795,B-003795,T-00977,V-0246,True,False,False,58.0,0.113,0.94,False,none
D-003796,B-003796,T-00978,V-0053,True,False,False,44.6,0.09,0.91,False,none
D-003797,B-003797,T-00978,V-0092,True,False,False,51.9,0.161,0.92,False,none
D-003798,B-003798,T-00978,V-0110,True,False,False,53.2,0.089,0.94,False,none
D-003799,B-003799,T-00978,V-0234,True,False,False,50.3,0.214,0.88,False,none
D-003800,B-003800,T-00979,V-0241,True,False,False,53.2,0.278,0.97,False,none
D-003801,B-003801,T-00979,V-0072,True,False,False,28.4,0.108,0.95,False,none
D-003802,B-003802,T-00979,V-0315,True,False,False,41.7,0.129,0.99,False,none
D-003803,B-003803,T-00979,V-0202,True,False,False,56.2,0.188,0.87,False,none
D-003804,B-003804,T-00979,V-0176,True,False,False,41.3,0.32,0.94,False,none
D-003805,B-003805,T-00979,V-0173,True,False,False,30.4,0.239,0.92,False,none
D-003806,B-003806,T-00980,V-0465,False,False,False,42.7,0.367,0.92,True,shell_company
D-003807,B-003807,T-00980,V-0391,True,False,False,52.2,0.233,0.91,False,none
D-003808,B-003808,T-00980,V-0424,True,False,False,35.0,0.177,0.94,False,none
D-003809,B-003809,T-00981,V-0084,True,False,False,46.7,0.14,0.99,False,none
D-003810,B-003810,T-00981,V-0373,True,False,False,58.6,0.304,0.86,False,none
D-003811,B-003811,T-00982,V-0403,True,False,False,51.8,0.09,0.89,False,none
D-003812,B-003812,T-00982,V-0200,True,False,False,30.6,0.199,0.86,False,price_inflation
D-003813,B-003813,T-00982,V-0453,True,False,False,28.6,0.176,0.94,False,none
D-003814,B-003814,T-00982,V-0195,True,False,False,30.4,0.228,0.93,False,none
D-003815,B-003815,T-00983,V-0307,True,False,False,17.9,0.172,0.93,False,none
D-003816,B-003816,T-00983,V-0203,True,False,False,44.5,0.264,0.89,False,none
D-003817,B-003817,T-00984,V-0198,True,False,False,41.2,0.242,0.98,False,none
D-003818,B-003818,T-00984,V-0303,True,False,False,31.7,0.16,0.99,False,none
D-003819,B-003819,T-00984,V-0261,True,False,False,54.1,0.336,0.92,False,none
D-003820,B-003820,T-00984,V-0462,True,False,False,57.0,0.288,0.91,False,none
D-003821,B-003821,T-00984,V-0247,True,False,False,67.9,0.087,0.94,False,none
D-003822,B-003822,T-00984,V-0474,True,False,False,76.1,0.369,0.92,False,none
D-003823,B-003823,T-00985,V-0338,True,False,False,78.3,0.747,0.57,False,ai_generated_doc
D-003824,B-003824,T-00985,V-0329,True,False,False,50.4,0.053,0.99,True,none
D-003825,B-003825,T-00986,V-0380,True,False,False,75.2,0.633,0.97,False,bid_suppression
D-003826,B-003826,T-00987,V-0087,True,False,False,70.7,0.215,0.89,False,none
D-003827,B-003827,T-00987,V-0065,True,False,False,56.5,0.095,0.9,False,none
D-003828,B-003828,T-00987,V-0262,True,False,False,46.1,0.166,0.87,False,none
D-003829,B-003829,T-00987,V-0080,True,False,False,28.6,0.07,0.99,False,price_inflation
D-003830,B-003830,T-00987,V-0143,True,False,False,78.2,0.358,0.92,False,none
D-003831,B-003831,T-00988,V-0161,True,False,False,36.7,0.396,0.85,False,none
D-003832,B-003832,T-00988,V-0082,True,False,False,45.0,0.036,0.91,False,none
D-003833,B-003833,T-00989,V-0182,True,False,False,44.1,0.291,0.91,False,none
D-003834,B-003834,T-00989,V-0264,True,False,False,36.6,0.283,0.88,False,none
D-003835,B-003835,T-00989,V-0377,True,False,False,44.6,0.334,1.0,False,none
D-003836,B-003836,T-00989,V-0048,True,False,False,48.1,0.26,0.98,False,none
D-003837,B-003837,T-00989,V-0283,True,False,False,50.6,0.074,0.99,False,none
D-003838,B-003838,T-00990,V-0383,False,False,False,55.0,0.162,0.91,True,shell_company
D-003839,B-003839,T-00990,V-0490,True,False,False,33.4,0.167,0.96,False,none
D-003840,B-003840,T-00990,V-0187,True,False,False,47.6,0.079,0.95,False,none
D-003841,B-003841,T-00991,V-0293,True,False,False,47.0,0.254,0.99,False,none
D-003842,B-003842,T-00991,V-0429,True,False,False,28.5,0.066,0.88,False,none
D-003843,B-003843,T-00992,V-0357,True,False,False,38.0,0.037,0.98,False,none
D-003844,B-003844,T-00992,V-0024,True,False,False,41.3,0.328,0.98,False,none
D-003845,B-003845,T-00992,V-0058,True,False,False,38.4,0.167,0.94,False,none
D-003846,B-003846,T-00993,V-0215,True,False,False,41.8,0.122,0.95,True,none
D-003847,B-003847,T-00993,V-0471,True,False,False,41.9,0.19,0.91,False,none
D-003848,B-003848,T-00993,V-0061,True,False,False,52.4,0.177,0.92,False,none
D-003849,B-003849,T-00994,V-0124,True,False,False,38.7,0.263,0.95,False,none
D-003850,B-003850,T-00994,V-0243,True,False,False,27.1,0.331,0.89,False,none
D-003851,B-003851,T-00995,V-0355,True,False,False,80.3,0.402,0.97,False,none
D-003852,B-003852,T-00995,V-0215,True,False,False,44.5,0.028,0.91,False,none
D-003853,B-003853,T-00995,V-0462,True,False,False,55.8,0.244,0.98,False,none
D-003854,B-003854,T-00995,V-0495,True,False,False,56.9,0.048,0.95,False,none
D-003855,B-003855,T-00996,V-0054,True,False,False,42.6,0.205,0.94,False,none
D-003856,B-003856,T-00996,V-0224,True,False,False,42.0,0.092,0.87,False,none
D-003857,B-003857,T-00996,V-0414,True,False,False,55.4,0.108,0.92,False,none
D-003858,B-003858,T-00996,V-0139,True,False,False,47.2,0.146,0.99,False,none
D-003859,B-003859,T-00997,V-0207,True,False,False,54.6,0.033,0.97,False,none
D-003860,B-003860,T-00997,V-0415,True,False,False,43.5,0.261,0.91,True,none
D-003861,B-003861,T-00997,V-0019,True,False,False,33.7,0.113,0.92,False,none
D-003862,B-003862,T-00998,V-0119,True,False,False,52.3,0.164,0.92,True,none
D-003863,B-003863,T-00998,V-0048,True,False,False,35.6,0.237,0.86,False,none
D-003864,B-003864,T-00998,V-0160,True,False,False,35.7,0.149,0.91,False,none
D-003865,B-003865,T-00998,V-0199,True,False,False,40.7,0.57,0.91,False,none
D-003866,B-003866,T-00999,V-0185,True,False,False,51.0,0.106,0.94,False,none
D-003867,B-003867,T-00999,V-0451,True,False,False,31.6,0.088,1.0,False,none
D-003868,B-003868,T-00999,V-0403,True,False,False,43.9,0.15,0.97,False,none
D-003869,B-003869,T-00999,V-0296,True,False,False,35.7,0.066,0.96,False,none
D-003870,B-003870,T-01000,V-0168,True,False,False,57.2,0.164,0.86,True,none
D-003871,B-003871,T-01000,V-0333,True,False,False,24.5,0.26,0.87,False,none
D-003872,B-003872,T-01000,V-0484,True,False,False,39.8,0.065,0.89,True,none
D-003873,B-003873,T-01001,V-0244,True,False,False,37.9,0.218,0.99,False,none
D-003874,B-003874,T-01001,V-0354,True,False,False,30.9,0.177,0.92,False,none
D-003875,B-003875,T-01002,V-0333,True,False,False,30.5,0.181,0.9,False,none
D-003876,B-003876,T-01002,V-0087,True,False,False,25.1,0.103,0.87,False,none
D-003877,B-003877,T-01002,V-0330,True,False,False,33.9,0.211,0.94,False,none
D-003878,B-003878,T-01003,V-0222,True,False,False,38.0,0.117,0.93,False,none
D-003879,B-003879,T-01003,V-0160,True,False,False,42.9,0.128,0.87,False,none
D-003880,B-003880,T-01003,V-0157,True,False,False,26.2,0.071,0.98,True,none
D-003881,B-003881,T-01004,V-0080,True,False,False,44.9,0.171,0.96,False,none
D-003882,B-003882,T-01004,V-0354,True,False,False,43.5,0.172,0.95,False,none
D-003883,B-003883,T-01005,V-0060,True,False,False,26.2,0.393,0.97,False,none
D-003884,B-003884,T-01005,V-0342,True,False,False,52.2,0.347,0.88,False,none
D-003885,B-003885,T-01006,V-0052,True,False,False,62.1,0.185,0.96,False,none
D-003886,B-003886,T-01006,V-0158,True,False,False,47.0,0.123,0.9,False,none
D-003887,B-003887,T-01006,V-0253,True,False,False,43.8,0.377,0.95,False,none
D-003888,B-003888,T-01006,V-0179,True,False,False,51.5,0.075,0.97,False,none
D-003889,B-003889,T-01007,V-0028,True,False,False,80.5,0.228,0.98,False,none
D-003890,B-003890,T-01007,V-0260,True,False,False,41.2,0.059,0.89,False,none
D-003891,B-003891,T-01007,V-0465,True,False,False,36.3,0.278,0.98,False,none
D-003892,B-003892,T-01007,V-0422,True,False,False,30.0,0.208,0.87,False,none
D-003893,B-003893,T-01007,V-0091,True,False,False,54.9,0.085,0.89,False,none
D-003894,B-003894,T-01007,V-0197,True,False,False,40.1,0.129,0.94,False,none
D-003895,B-003895,T-01008,V-0339,True,False,False,32.1,0.28,0.94,False,none
D-003896,B-003896,T-01008,V-0479,True,False,False,42.7,0.549,0.86,False,none
D-003897,B-003897,T-01008,V-0216,True,False,False,42.5,0.153,0.93,True,none
D-003898,B-003898,T-01008,V-0307,True,False,False,52.7,0.301,0.91,False,none
D-003899,B-003899,T-01008,V-0088,True,False,False,44.8,0.271,0.96,False,none
D-003900,B-003900,T-01008,V-0396,True,False,False,30.7,0.225,0.96,False,none
D-003901,B-003901,T-01009,V-0334,True,False,False,45.5,0.166,0.95,False,none
D-003902,B-003902,T-01009,V-0323,True,False,False,31.5,0.047,0.98,False,none
D-003903,B-003903,T-01009,V-0439,True,False,False,60.2,0.234,0.87,False,none
D-003904,B-003904,T-01009,V-0076,True,False,False,46.1,0.25,1.0,False,none
D-003905,B-003905,T-01010,V-0131,True,False,False,22.9,0.18,0.89,False,none
D-003906,B-003906,T-01010,V-0106,True,False,False,48.3,0.045,0.99,False,none
D-003907,B-003907,T-01010,V-0241,True,False,False,35.8,0.298,0.95,False,none
D-003908,B-003908,T-01011,V-0089,True,False,False,46.5,0.095,0.99,False,none
D-003909,B-003909,T-01011,V-0145,True,False,False,57.0,0.288,0.91,False,none
D-003910,B-003910,T-01011,V-0127,True,False,False,49.3,0.151,0.88,False,none
D-003911,B-003911,T-01011,V-0372,True,False,False,47.4,0.18,0.91,False,none
D-003912,B-003912,T-01012,V-0324,True,False,False,38.1,0.056,0.87,False,none
D-003913,B-003913,T-01012,V-0462,True,False,False,52.3,0.121,0.93,True,none
D-003914,B-003914,T-01012,V-0479,True,False,False,51.2,0.072,0.89,False,none
D-003915,B-003915,T-01012,V-0267,True,False,False,40.8,0.139,0.88,False,none
D-003916,B-003916,T-01012,V-0413,True,False,False,57.1,0.271,0.97,False,none
D-003917,B-003917,T-01012,V-0318,True,False,False,31.9,0.246,0.98,False,none
D-003918,B-003918,T-01013,V-0410,True,False,False,33.2,0.163,0.94,False,none
D-003919,B-003919,T-01013,V-0281,True,False,False,54.3,0.072,0.92,False,none
D-003920,B-003920,T-01014,V-0108,True,False,False,41.6,0.08,0.99,False,none
D-003921,B-003921,T-01014,V-0478,True,False,False,44.8,0.135,0.99,False,none
D-003922,B-003922,T-01014,V-0140,True,False,False,42.3,0.167,0.95,False,none
D-003923,B-003923,T-01014,V-0145,True,False,False,15.3,0.113,0.94,False,none
D-003924,B-003924,T-01014,V-0378,True,False,False,55.6,0.055,0.97,False,none
D-003925,B-003925,T-01015,V-0446,True,False,False,57.0,0.284,0.95,False,none
D-003926,B-003926,T-01015,V-0442,True,False,False,28.7,0.088,0.91,False,none
D-003927,B-003927,T-01016,V-0493,True,False,False,42.6,0.259,0.98,False,price_inflation
D-003928,B-003928,T-01016,V-0388,True,False,False,30.8,0.255,0.94,False,none
D-003929,B-003929,T-01017,V-0039,True,False,False,50.0,0.066,0.94,False,none
D-003930,B-003930,T-01017,V-0277,True,False,False,34.9,0.231,0.9,False,none
D-003931,B-003931,T-01017,V-0372,True,False,False,56.3,0.233,0.93,False,none
D-003932,B-003932,T-01017,V-0258,True,False,False,27.7,0.125,0.87,False,none
D-003933,B-003933,T-01018,V-0294,True,False,False,38.9,0.263,0.99,False,none
D-003934,B-003934,T-01018,V-0264,True,False,False,35.5,0.181,0.89,False,none
D-003935,B-003935,T-01018,V-0167,True,False,False,26.3,0.125,0.99,False,none
D-003936,B-003936,T-01018,V-0009,True,False,False,27.7,0.03,1.0,False,none
D-003937,B-003937,T-01018,V-0452,True,False,False,51.9,0.126,0.86,False,none
D-003938,B-003938,T-01019,V-0425,True,False,False,46.6,0.135,0.93,True,none
D-003939,B-003939,T-01019,V-0359,True,False,False,70.4,0.137,0.92,False,none
D-003940,B-003940,T-01019,V-0274,True,False,False,65.0,0.333,0.99,False,none
D-003941,B-003941,T-01019,V-0300,True,False,False,71.1,0.372,0.9,False,none
D-003942,B-003942,T-01019,V-0085,True,False,False,30.5,0.367,0.88,False,none
D-003943,B-003943,T-01020,V-0389,True,False,False,36.2,0.084,0.92,False,none
D-003944,B-003944,T-01020,V-0387,True,False,False,42.6,0.175,0.89,False,none
D-003945,B-003945,T-01020,V-0127,True,False,False,18.3,0.117,0.97,False,none
D-003946,B-003946,T-01020,V-0264,True,False,False,51.3,0.15,0.86,False,none
D-003947,B-003947,T-01020,V-0331,True,False,False,48.5,0.073,0.89,False,none
D-003948,B-003948,T-01021,V-0224,True,False,False,16.1,0.186,0.97,False,none
D-003949,B-003949,T-01021,V-0281,True,False,False,35.5,0.214,0.91,False,none
D-003950,B-003950,T-01021,V-0295,True,False,False,42.3,0.162,0.9,False,none
D-003951,B-003951,T-01022,V-0464,True,False,False,35.0,0.114,0.95,False,none
D-003952,B-003952,T-01022,V-0444,True,False,False,49.2,0.253,0.93,False,none
D-003953,B-003953,T-01022,V-0462,True,False,False,38.6,0.098,0.87,False,none
D-003954,B-003954,T-01023,V-0382,True,False,False,32.1,0.096,0.88,False,none
D-003955,B-003955,T-01023,V-0216,True,False,False,61.3,0.615,0.48,False,ai_generated_doc
D-003956,B-003956,T-01023,V-0110,True,False,False,19.7,0.192,0.89,False,none
D-003957,B-003957,T-01024,V-0100,True,False,False,62.8,0.063,0.92,False,none
D-003958,B-003958,T-01024,V-0113,True,False,False,25.5,0.092,0.93,False,price_inflation
D-003959,B-003959,T-01024,V-0189,True,False,False,40.4,0.349,0.9,False,none
D-003960,B-003960,T-01025,V-0453,True,False,False,46.0,0.38,0.94,False,none
D-003961,B-003961,T-01025,V-0219,True,False,False,54.2,0.365,0.85,False,none
D-003962,B-003962,T-01025,V-0088,True,False,False,29.1,0.266,0.94,False,none
D-003963,B-003963,T-01025,V-0345,True,False,False,35.5,0.33,0.92,False,none
D-003964,B-003964,T-01025,V-0211,True,False,False,37.1,0.521,0.85,False,none
D-003965,B-003965,T-01026,V-0313,True,False,False,55.9,0.2,0.86,False,none
D-003966,B-003966,T-01026,V-0139,True,False,False,26.9,0.056,0.89,False,none
D-003967,B-003967,T-01026,V-0350,True,False,False,52.4,0.239,1.0,False,none
D-003968,B-003968,T-01026,V-0146,True,False,False,35.3,0.052,0.89,False,none
D-003969,B-003969,T-01027,V-0199,True,False,False,58.5,0.117,0.9,False,none
D-003970,B-003970,T-01027,V-0238,True,False,False,43.9,0.362,0.9,False,none
D-003971,B-003971,T-01027,V-0214,True,False,False,43.2,0.335,0.99,False,none
D-003972,B-003972,T-01027,V-0285,True,False,False,59.2,0.164,0.93,False,none
D-003973,B-003973,T-01027,V-0243,True,False,False,37.1,0.047,0.9,False,none
D-003974,B-003974,T-01028,V-0333,True,False,False,32.1,0.332,0.91,False,none
D-003975,B-003975,T-01028,V-0397,True,False,False,27.9,0.033,0.97,False,none
D-003976,B-003976,T-01028,V-0106,True,False,False,49.6,0.242,0.86,False,none
D-003977,B-003977,T-01029,V-0203,True,False,False,42.6,0.197,0.99,False,none
D-003978,B-003978,T-01029,V-0182,True,False,False,36.2,0.159,0.91,False,none
D-003979,B-003979,T-01029,V-0371,True,False,False,57.9,0.075,0.96,False,none
D-003980,B-003980,T-01029,V-0259,True,False,False,50.8,0.403,0.95,False,none
D-003981,B-003981,T-01030,V-0442,True,False,False,46.9,0.137,0.93,False,none
D-003982,B-003982,T-01030,V-0346,True,False,False,51.1,0.182,0.98,False,none
D-003983,B-003983,T-01030,V-0066,True,False,False,57.3,0.188,0.86,False,none
D-003984,B-003984,T-01031,V-0377,True,False,False,34.4,0.148,0.85,False,none
D-003985,B-003985,T-01031,V-0040,True,False,False,54.4,0.339,0.96,False,none
