bid_id,tender_id,vendor_id,bid_amount,submission_day_offset,submission_hour,is_winner,bid_text_similarity_score,fraud_tag
B-003470,T-00893,V-0220,3660175.35,5,14,False,0.107,none
B-003471,T-00893,V-0050,3895263.19,10,12,True,0.105,none
B-003472,T-00893,V-0192,4226085.1,1,16,False,0.111,none
B-003473,T-00893,V-0074,4000462.95,5,17,False,0.046,none
B-003474,T-00894,V-0318,2832545.63,5,11,False,0.021,none
B-003475,T-00894,V-0415,2921521.55,3,9,False,0.144,none
B-003476,T-00894,V-0460,2608571.45,10,18,True,0.07,none
B-003477,T-00894,V-0073,3000253.89,8,9,False,0.043,none
B-003478,T-00894,V-0116,2980800.89,6,12,False,0.066,none
B-003479,T-00894,V-0000,2842208.72,4,11,False,0.067,none
B-003480,T-00895,V-0314,4359291.58,3,18,False,0.092,none
B-003481,T-00895,V-0151,3833041.5,1,9,True,0.101,none
B-003482,T-00896,V-0496,3120552.5,5,10,True,0.099,none
B-003483,T-00896,V-0215,2949849.15,10,14,False,0.01,none
B-003484,T-00896,V-0364,2863736.64,0,17,False,0.024,none
B-003485,T-00896,V-0219,2919271.16,1,18,False,0.048,none
B-003486,T-00896,V-0174,2903945.78,8,8,False,0.061,none
B-003487,T-00897,V-0079,6861353.16,1,14,True,0.144,price_inflation
B-003488,T-00897,V-0067,5557332.66,7,8,False,0.116,none
B-003489,T-00898,V-0104,1223924.01,10,15,False,0.018,none
B-003490,T-00898,V-0171,1066753.17,5,17,True,0.023,none
B-003491,T-00898,V-0125,1088249.73,2,14,False,0.123,none
B-003492,T-00898,V-0069,1211335.09,8,12,False,0.097,none
B-003493,T-00898,V-0077,1099675.72,5,14,False,0.033,none
B-003494,T-00899,V-0146,5197634.04,9,12,True,0.029,none
B-003495,T-00899,V-0433,5434006.65,0,8,False,0.141,none
B-003496,T-00900,V-0395,18725513.95,3,9,False,0.031,none
B-003497,T-00900,V-0465,19972537.51,4,14,True,0.052,none
B-003498,T-00900,V-0125,17859865.4,10,18,False,0.075,none
B-003499,T-00900,V-0291,20057008.45,6,14,False,0.092,none
B-003500,T-00901,V-0328,3119460.82,8,11,True,0.16,conflict_of_interest
B-003501,T-00901,V-0366,2783551.51,5,17,False,0.014,none
B-003502,T-00901,V-0132,2982630.61,3,16,False,0.028,none
B-003503,T-00901,V-0052,2619444.62,4,18,False,0.174,none
B-003504,T-00902,V-0083,13796796.64,2,14,False,0.067,none
B-003505,T-00902,V-0358,14020618.56,3,13,False,0.01,none
B-003506,T-00902,V-0219,13105573.1,2,15,True,0.027,none
B-003507,T-00902,V-0201,12274864.68,4,13,False,0.141,none
B-003508,T-00903,V-0250,6112394.22,10,14,False,0.047,none
B-003509,T-00903,V-0486,5198679.44,6,17,True,0.07,none
B-003510,T-00903,V-0427,5820264.33,6,12,False,0.079,none
B-003511,T-00904,V-0218,269502.53,4,13,False,0.125,none
B-003512,T-00904,V-0081,258034.12,0,12,False,0.061,none
B-003513,T-00904,V-0084,284917.95,2,13,False,0.001,none
B-003514,T-00904,V-0142,270787.1,6,17,False,0.019,none
B-003515,T-00904,V-0416,245088.52,9,14,True,0.049,none
B-003516,T-00904,V-0410,255515.02,8,13,False,0.129,none
B-003517,T-00905,V-0443,4562162.21,6,15,True,0.036,ai_generated_doc
B-003518,T-00905,V-0215,4687076.35,5,8,False,0.123,none
B-003519,T-00906,V-0131,11357549.97,2,9,False,0.02,none
B-003520,T-00906,V-0350,10308670.61,1,12,True,0.066,none
B-003521,T-00906,V-0449,10747258.62,10,13,False,0.135,none
B-003522,T-00907,V-0149,941577.84,8,18,False,0.109,none
B-003523,T-00907,V-0457,855320.04,0,12,True,0.137,none
B-003524,T-00907,V-0252,977137.4,7,17,False,0.07,none
B-003525,T-00908,V-0059,6907932.99,7,8,True,0.031,none
B-003526,T-00908,V-0442,6308839.92,10,17,False,0.079,none
B-003527,T-00908,V-0266,7182811.69,1,12,False,0.068,none
B-003528,T-00908,V-0149,7313946.94,10,10,False,0.116,none
B-003529,T-00909,V-0355,2015027.66,4,13,False,0.01,none
B-003530,T-00909,V-0028,1949293.86,6,15,False,0.06,none
B-003531,T-00909,V-0474,2058493.06,7,8,True,0.059,none
B-003532,T-00910,V-0343,2033898.9,6,11,False,0.001,none
B-003533,T-00910,V-0071,1990186.64,1,10,False,0.132,none
B-003534,T-00910,V-0434,1857459.33,2,8,True,0.123,none
B-003535,T-00911,V-0149,2942128.18,8,11,False,0.031,none
B-003536,T-00911,V-0257,3101687.86,3,14,False,0.127,none
B-003537,T-00911,V-0470,2790495.44,10,17,True,0.057,none
B-003538,T-00911,V-0137,3258396.07,8,10,False,0.141,none
B-003539,T-00911,V-0064,2802823.97,8,17,False,0.061,none
B-003540,T-00911,V-0198,2899724.94,10,9,False,0.105,none
B-003541,T-00912,V-0327,1013030.96,6,17,False,0.02,none
B-003542,T-00912,V-0346,1069765.91,8,13,False,0.138,none
B-003543,T-00912,V-0129,945276.59,4,17,True,0.107,none
B-003544,T-00912,V-0310,1021039.59,0,9,False,0.13,none
B-003545,T-00913,V-0390,20075075.87,0,9,False,0.022,none
B-003546,T-00913,V-0443,19948181.91,6,9,True,0.095,ai_generated_doc
B-003547,T-00913,V-0047,21310798.67,8,18,False,0.012,none
B-003548,T-00913,V-0464,21582231.77,3,16,False,0.147,none
B-003549,T-00914,V-0146,1262981.73,0,12,True,0.009,none
B-003550,T-00914,V-0130,1362519.72,3,9,False,0.052,none
B-003551,T-00915,V-0174,22180350.0,8,18,False,0.098,none
B-003552,T-00915,V-0038,21742747.51,4,16,True,0.097,none
B-003553,T-00915,V-0351,17952902.89,7,12,False,0.069,none
B-003554,T-00915,V-0109,23496044.4,5,16,False,0.007,none
B-003555,T-00915,V-0426,21302275.24,0,17,False,0.096,none
B-003556,T-00915,V-0169,19956242.65,1,14,False,0.077,none
B-003557,T-00916,V-0229,3430920.28,8,12,False,0.005,none
B-003558,T-00916,V-0056,3434807.62,9,8,False,0.023,none
B-003559,T-00916,V-0249,3262884.57,7,18,False,0.015,none
B-003560,T-00916,V-0430,3439238.43,9,16,True,0.104,none
B-003561,T-00917,V-0247,28260649.95,1,9,False,0.055,none
B-003562,T-00917,V-0359,28618079.4,6,14,True,0.147,none
B-003563,T-00917,V-0052,28121967.24,8,14,False,0.017,none
B-003564,T-00918,V-0423,5925640.72,8,11,False,0.1,none
B-003565,T-00918,V-0425,6539640.51,2,14,False,0.01,none
B-003566,T-00918,V-0197,6710580.54,0,13,False,0.13,none
B-003567,T-00918,V-0224,6683190.55,5,16,False,0.031,none
B-003568,T-00918,V-0182,6801844.07,3,12,True,0.053,none
B-003569,T-00919,V-0178,40636394.26,5,11,False,0.055,none
B-003570,T-00919,V-0216,38586600.49,3,11,False,0.087,none
B-003571,T-00919,V-0167,41868863.61,9,16,False,0.024,none
B-003572,T-00919,V-0225,36613993.76,2,14,False,0.06,none
B-003573,T-00919,V-0361,37706605.91,2,9,True,0.07,none
B-003574,T-00919,V-0076,37554668.07,7,13,False,0.084,none
B-003575,T-00920,V-0276,4948111.24,7,17,False,0.261,none
B-003576,T-00920,V-0416,4638204.12,3,8,False,0.045,none
B-003577,T-00920,V-0137,5012281.0,3,10,False,0.27,none
B-003578,T-00920,V-0475,6887738.67,7,14,True,0.129,price_inflation
B-003579,T-00921,V-0130,4210664.03,5,8,False,0.025,none
B-003580,T-00921,V-0162,4178095.34,2,16,False,0.056,none
B-003581,T-00921,V-0035,4070025.41,4,14,True,0.016,none
B-003582,T-00922,V-0239,1954591.33,9,15,False,0.019,none
B-003583,T-00922,V-0418,1739589.92,0,18,False,0.069,none
B-003584,T-00922,V-0097,1874888.08,3,16,False,0.13,none
B-003585,T-00922,V-0481,1822684.07,2,15,False,0.119,none
B-003586,T-00922,V-0468,1929793.63,7,15,True,0.138,none
B-003587,T-00922,V-0003,1823780.47,1,9,False,0.132,none
B-003588,T-00923,V-0163,1012395.26,7,18,False,0.076,none
B-003589,T-00923,V-0065,1069964.56,6,11,False,0.0,none
B-003590,T-00923,V-0354,1090811.02,9,8,True,0.001,none
B-003591,T-00924,V-0037,4553320.23,4,10,True,0.029,none
B-003592,T-00924,V-0024,4726156.65,10,12,False,0.073,none
B-003593,T-00924,V-0423,4442294.24,10,8,False,0.052,none
B-003594,T-00925,V-0240,295102.59,1,18,False,0.087,none
B-003595,T-00925,V-0048,351307.17,10,15,False,0.016,none
B-003596,T-00925,V-0387,359814.24,5,17,False,0.065,none
B-003597,T-00925,V-0316,352590.32,6,14,True,0.115,none
B-003598,T-00925,V-0427,306526.69,6,12,False,0.006,none
B-003599,T-00926,V-0268,1299709.91,0,8,False,0.092,none
B-003600,T-00926,V-0437,1150945.92,5,10,False,0.024,none
B-003601,T-00926,V-0120,1436768.11,4,10,True,0.148,none
B-003602,T-00926,V-0099,1241143.83,6,18,False,0.107,none
B-003603,T-00926,V-0147,1427663.23,3,15,False,0.094,none
B-003604,T-00927,V-0065,3018448.06,1,12,False,0.037,none
B-003605,T-00927,V-0428,2702000.53,9,8,False,0.069,none
B-003606,T-00927,V-0045,2662206.87,5,12,True,0.072,none
B-003607,T-00928,V-0390,3599900.74,7,18,False,0.088,none
B-003608,T-00928,V-0058,3347166.92,1,13,True,0.006,none
B-003609,T-00929,V-0035,1111186.16,6,8,True,0.005,none
B-003610,T-00929,V-0203,1072401.2,0,10,False,0.06,none
B-003611,T-00930,V-0342,4014472.56,5,17,False,0.068,none
B-003612,T-00930,V-0133,3893298.25,8,11,True,0.033,none
B-003613,T-00930,V-0432,4555967.62,4,16,False,0.075,none
B-003614,T-00931,V-0457,2550214.37,9,14,False,0.071,none
B-003615,T-00931,V-0045,2551555.25,1,12,False,0.058,none
B-003616,T-00931,V-0307,2749324.77,8,14,True,0.148,none
B-003617,T-00931,V-0095,2824948.44,6,12,False,0.102,none
B-003618,T-00931,V-0055,2595979.05,3,10,False,0.003,none
B-003619,T-00932,V-0354,9112335.88,5,10,False,0.117,none
B-003620,T-00932,V-0071,9581592.85,2,12,False,0.059,none
B-003621,T-00932,V-0418,8545071.13,5,12,False,0.129,none
B-003622,T-00932,V-0336,9426991.89,9,10,True,0.148,none
B-003623,T-00932,V-0208,9610472.98,7,18,False,0.019,none
B-003624,T-00933,V-0076,17555085.18,0,8,False,0.89,bid_rigging
B-003625,T-00933,V-0166,15713863.35,0,9,True,0.861,bid_rigging
B-003626,T-00933,V-0355,16683318.49,1,9,False,0.877,bid_rigging
B-003627,T-00933,V-0382,16966326.05,0,9,False,0.974,bid_rigging
B-003628,T-00934,V-0450,2057204.07,3,13,True,0.135,none
B-003629,T-00934,V-0330,1746850.7,10,11,False,0.057,none
B-003630,T-00935,V-0415,3363161.49,0,8,True,0.088,none
B-003631,T-00935,V-0006,3338441.42,8,17,False,0.088,none
B-003632,T-00935,V-0045,3545270.26,1,16,False,0.067,none
B-003633,T-00936,V-0028,5238685.54,0,10,True,0.105,shell_company
B-003634,T-00936,V-0438,5989827.29,3,13,False,0.14,none
B-003635,T-00936,V-0422,5365092.46,5,16,False,0.176,none
B-003636,T-00937,V-0319,15317655.38,3,8,False,0.139,none
B-003637,T-00937,V-0349,16225210.12,3,18,False,0.067,none
B-003638,T-00937,V-0025,14446060.81,6,9,True,0.036,none
B-003639,T-00938,V-0273,18110083.26,8,9,True,0.021,none
B-003640,T-00938,V-0469,19955068.21,2,18,False,0.095,none
B-003641,T-00938,V-0329,18999564.9,8,9,False,0.052,none
B-003642,T-00939,V-0155,3961228.29,0,13,False,0.137,none
B-003643,T-00939,V-0399,3745009.34,3,9,False,0.149,none
B-003644,T-00939,V-0234,3425659.56,1,8,False,0.147,none
B-003645,T-00939,V-0457,3386783.1,10,16,True,0.142,none
B-003646,T-00939,V-0357,3338547.73,10,11,False,0.001,none
B-003647,T-00939,V-0131,3827466.94,9,14,False,0.075,none
B-003648,T-00940,V-0316,1097746.23,9,9,False,0.112,none
B-003649,T-00940,V-0257,1138370.25,2,18,False,0.063,none
B-003650,T-00940,V-0148,1076505.32,3,15,False,0.15,none
B-003651,T-00940,V-0071,1096162.61,5,18,False,0.004,none
B-003652,T-00940,V-0048,989011.44,1,14,True,0.122,none
B-003653,T-00941,V-0260,3298400.94,6,10,False,0.099,none
B-003654,T-00941,V-0253,3725101.04,8,11,True,0.061,none
B-003655,T-00942,V-0269,3733811.51,10,14,True,0.132,none
B-003656,T-00942,V-0463,3666008.85,10,10,False,0.069,none
B-003657,T-00942,V-0340,3727187.37,6,10,False,0.089,none
B-003658,T-00942,V-0341,3713159.42,2,14,False,0.065,none
B-003659,T-00942,V-0183,3923106.94,7,16,False,0.125,none
B-003660,T-00942,V-0012,3925547.88,8,8,False,0.085,none
B-003661,T-00943,V-0329,2702523.1,2,10,False,0.083,none
B-003662,T-00943,V-0203,2749878.81,10,17,False,0.101,none
B-003663,T-00943,V-0043,2697787.6,8,17,True,0.0,none
B-003664,T-00943,V-0486,2544652.68,4,17,False,0.088,none
B-003665,T-00943,V-0202,2735866.27,5,17,False,0.08,none
B-003666,T-00944,V-0318,1796117.16,7,14,False,0.059,none
B-003667,T-00944,V-0244,1826695.92,3,16,True,0.074,ai_generated_doc
B-003668,T-00944,V-0245,1877923.26,0,13,False,0.006,none
B-003669,T-00944,V-0238,1700197.2,4,9,False,0.155,none
B-003670,T-00945,V-0488,2545487.16,3,17,True,0.014,shell_company
B-003671,T-00945,V-0168,2836113.46,5,14,False,0.07,none
B-003672,T-00945,V-0247,2521769.47,8,15,False,0.016,none
B-003673,T-00946,V-0228,4750170.75,5,8,True,0.001,shell_company
B-003674,T-00946,V-0219,4957550.9,4,12,False,0.119,none
B-003675,T-00946,V-0020,4984897.54,8,15,False,0.112,none
B-003676,T-00946,V-0028,5179828.48,5,18,False,0.093,none
B-003677,T-00947,V-0119,2361321.69,6,12,True,0.0,bid_suppression
B-003678,T-00948,V-0076,2885079.52,1,8,False,0.914,bid_rigging
B-003679,T-00948,V-0166,2674312.42,0,9,True,0.936,bid_rigging
B-003680,T-00948,V-0355,3126778.61,0,8,False,0.871,bid_rigging
B-003681,T-00948,V-0382,3229728.37,1,8,False,0.957,bid_rigging
B-003682,T-00949,V-0196,4731025.86,0,15,True,0.096,none
B-003683,T-00949,V-0086,5489489.08,0,10,False,0.122,none
B-003684,T-00950,V-0333,27718309.76,7,13,False,0.036,none
B-003685,T-00950,V-0363,30370310.78,10,12,False,0.149,none
B-003686,T-00950,V-0216,28344203.48,5,15,False,0.133,none
B-003687,T-00950,V-0071,30849689.94,1,18,False,0.114,none
B-003688,T-00950,V-0132,29797517.89,4,14,True,0.142,none
B-003689,T-00951,V-0461,217734.68,4,8,False,0.108,none
B-003690,T-00951,V-0208,246850.73,8,15,False,0.118,none
B-003691,T-00951,V-0347,232424.27,5,18,False,0.046,none
B-003692,T-00951,V-0397,253502.53,5,11,True,0.038,none
B-003693,T-00952,V-0194,2977206.66,5,16,False,0.03,none
B-003694,T-00952,V-0335,3047599.25,4,16,False,0.03,none
B-003695,T-00952,V-0219,2805930.63,4,16,False,0.111,none
B-003696,T-00952,V-0458,2871704.41,3,18,True,0.141,none
B-003697,T-00953,V-0483,7098679.06,3,14,False,0.147,none
B-003698,T-00953,V-0219,7674762.99,4,16,False,0.047,none
B-003699,T-00953,V-0322,8034196.33,2,8,False,0.129,none
B-003700,T-00953,V-0081,6946906.9,7,15,True,0.055,none
B-003701,T-00953,V-0437,7771180.85,7,8,False,0.139,none
B-003702,T-00953,V-0213,6349290.23,9,12,False,0.037,none
B-003703,T-00954,V-0394,971850.3,4,11,False,0.131,none
B-003704,T-00954,V-0411,986636.83,6,17,False,0.104,none
B-003705,T-00954,V-0312,961906.02,8,8,True,0.053,none
B-003706,T-00954,V-0287,947391.55,4,13,False,0.12,none
B-003707,T-00954,V-0111,1072800.29,5,8,False,0.089,none
B-003708,T-00955,V-0237,1322994.25,7,11,True,0.042,none
B-003709,T-00955,V-0084,1370716.89,9,11,False,0.085,none
B-003710,T-00955,V-0375,1395730.58,7,15,False,0.034,none
B-003711,T-00955,V-0421,1361566.88,7,10,False,0.127,none
B-003712,T-00955,V-0004,1393100.33,9,13,False,0.04,none
B-003713,T-00956,V-0341,3880764.21,3,16,True,0.139,none
B-003714,T-00956,V-0321,3619477.95,1,14,False,0.021,none
B-003715,T-00956,V-0496,4144361.87,8,13,False,0.016,none
B-003716,T-00956,V-0351,3759275.35,0,18,False,0.02,none
B-003717,T-00957,V-0153,992489.3,10,10,True,0.144,none
B-003718,T-00957,V-0175,1040292.01,1,12,False,0.031,none
B-003719,T-00958,V-0071,4866195.39,9,12,False,0.116,none
B-003720,T-00958,V-0465,5019213.08,10,18,True,0.103,none
B-003721,T-00959,V-0317,13079204.77,1,9,False,0.017,none
B-003722,T-00959,V-0439,13082501.59,3,18,True,0.053,none
B-003723,T-00959,V-0426,12124344.87,0,12,False,0.149,none
B-003724,T-00959,V-0388,12439681.59,2,14,False,0.054,none
B-003725,T-00959,V-0169,13640701.83,7,12,False,0.022,none
B-003726,T-00960,V-0463,1328454.19,0,16,True,0.055,none
B-003727,T-00960,V-0093,1450645.87,3,16,False,0.029,none
B-003728,T-00960,V-0412,1381376.05,10,13,False,0.052,none
B-003729,T-00960,V-0341,1378602.34,5,9,False,0.039,none
B-003730,T-00960,V-0176,1182608.19,6,8,False,0.12,none
B-003731,T-00961,V-0299,1372745.37,1,9,False,0.071,none
B-003732,T-00961,V-0118,1308404.92,4,13,True,0.124,none
B-003733,T-00962,V-0352,1936878.66,6,10,True,0.071,none
B-003734,T-00962,V-0232,2023292.0,8,9,False,0.062,none
B-003735,T-00962,V-0357,2116700.05,3,11,False,0.066,none
B-003736,T-00963,V-0433,2321055.18,7,13,False,0.144,none
B-003737,T-00963,V-0044,2134572.33,2,14,True,0.039,none
B-003738,T-00963,V-0341,2353723.32,1,10,False,0.113,none
B-003739,T-00964,V-0046,1794782.95,1,9,True,0.871,bid_rigging
B-003740,T-00964,V-0250,2056487.68,0,9,False,0.924,bid_rigging
B-003741,T-00964,V-0264,1919557.73,1,8,False,0.853,bid_rigging
B-003742,T-00964,V-0449,2125567.05,1,8,False,0.907,bid_rigging
B-003743,T-00965,V-0159,4679582.15,5,17,True,0.123,none
B-003744,T-00965,V-0171,4928980.74,8,10,False,0.138,none
B-003745,T-00966,V-0298,1192500.9,2,11,True,0.056,conflict_of_interest
B-003746,T-00966,V-0116,969523.09,8,16,False,0.106,none
B-003747,T-00966,V-0347,941353.54,8,13,False,0.17,none
B-003748,T-00967,V-0228,609002.98,3,14,True,0.06,shell_company
B-003749,T-00967,V-0077,609573.1,2,16,False,0.035,none
B-003750,T-00967,V-0029,680502.72,1,11,False,0.051,none
B-003751,T-00967,V-0074,654175.45,5,15,False,0.076,none
B-003752,T-00968,V-0032,3819084.56,4,18,True,0.039,none
B-003753,T-00968,V-0056,3838802.5,1,16,False,0.128,none
B-003754,T-00968,V-0367,4068720.15,3,18,False,0.045,none
B-003755,T-00968,V-0169,3647110.36,6,17,False,0.056,none
B-003756,T-00968,V-0149,4343879.39,1,8,False,0.103,none
B-003757,T-00968,V-0302,3464855.51,2,18,False,0.147,none
B-003758,T-00969,V-0347,11385596.45,5,8,True,0.061,none
B-003759,T-00969,V-0328,12071381.94,10,17,False,0.017,none
B-003760,T-00970,V-0309,2861163.49,1,15,False,0.032,none
B-003761,T-00970,V-0064,2747587.58,2,16,False,0.017,none
B-003762,T-00970,V-0199,2754733.45,6,10,True,0.103,none
B-003763,T-00970,V-0462,2832343.82,1,8,False,0.11,none
B-003764,T-00970,V-0400,2725927.93,7,11,False,0.123,none
B-003765,T-00971,V-0303,8888737.83,1,13,True,0.089,ai_generated_doc
B-003766,T-00971,V-0281,9261602.89,6,15,False,0.023,none
B-003767,T-00972,V-0036,1442083.01,1,9,False,0.895,bid_rigging
B-003768,T-00972,V-0058,1462794.21,0,9,False,0.962,bid_rigging
B-003769,T-00972,V-0099,1359101.01,1,9,False,0.857,bid_rigging
B-003770,T-00972,V-0379,1504012.78,0,8,False,0.867,bid_rigging
B-003771,T-00972,V-0410,1270393.22,0,9,True,0.922,bid_rigging
B-003772,T-00973,V-0036,308491.45,0,9,False,0.915,bid_rigging
B-003773,T-00973,V-0058,291740.46,1,8,False,0.881,bid_rigging
B-003774,T-00973,V-0099,259245.2,1,8,True,0.929,bid_rigging
B-003775,T-00973,V-0379,302162.64,0,9,False,0.903,bid_rigging
B-003776,T-00973,V-0410,301025.33,1,9,False,0.931,bid_rigging
B-003777,T-00974,V-0122,42100972.69,8,9,False,0.007,none
B-003778,T-00974,V-0403,40809883.64,3,16,False,0.1,none
B-003779,T-00974,V-0217,40887920.84,7,10,True,0.011,none
B-003780,T-00975,V-0051,18128439.22,0,9,False,0.082,none
B-003781,T-00975,V-0124,19152337.51,2,10,False,0.0,none
B-003782,T-00975,V-0125,18897072.52,3,16,False,0.099,none
B-003783,T-00975,V-0143,18082894.84,2,13,True,0.119,none
B-003784,T-00976,V-0378,2163349.34,6,16,False,0.018,none
B-003785,T-00976,V-0100,2049277.82,10,14,False,0.033,none
B-003786,T-00976,V-0350,2200861.11,0,11,False,0.081,none
B-003787,T-00976,V-0374,1981615.04,10,18,False,0.102,none
B-003788,T-00976,V-0039,2336001.82,10,15,False,0.149,none
B-003789,T-00976,V-0451,2003704.74,6,17,True,0.002,none
B-003790,T-00977,V-0361,587587.11,0,8,False,0.003,none
B-003791,T-00977,V-0156,607510.58,2,9,True,0.039,none
B-003792,T-00977,V-0331,560099.19,1,8,False,0.145,none
B-003793,T-00977,V-0248,609619.63,0,15,False,0.017,none
B-003794,T-00977,V-0219,537183.63,3,12,False,0.084,none
B-003795,T-00977,V-0246,630485.83,0,18,False,0.101,none
B-003796,T-00978,V-0053,1608500.26,8,13,True,0.012,none
B-003797,T-00978,V-0092,1549625.02,1,17,False,0.113,none
B-003798,T-00978,V-0110,1578286.32,9,12,False,0.12,none
B-003799,T-00978,V-0234,1685138.46,4,13,False,0.039,none
B-003800,T-00979,V-0241,775489.6,1,17,False,0.028,none
B-003801,T-00979,V-0072,767537.95,6,15,False,0.012,none
B-003802,T-00979,V-0315,792989.66,7,15,False,0.11,none
B-003803,T-00979,V-0202,746918.72,1,18,True,0.075,none
B-003804,T-00979,V-0176,891459.46,6,10,False,0.127,none
B-003805,T-00979,V-0173,776360.49,3,17,False,0.053,none
B-003806,T-00980,V-0465,14630938.79,7,16,True,0.044,shell_company
B-003807,T-00980,V-0391,14573577.24,5,15,False,0.041,none
B-003808,T-00980,V-0424,14757789.8,8,16,False,0.096,none
B-003809,T-00981,V-0084,7015833.78,3,18,True,0.098,none
B-003810,T-00981,V-0373,6766387.72,4,18,False,0.057,none
B-003811,T-00982,V-0403,11615032.62,3,11,False,0.0,none
B-003812,T-00982,V-0200,17953276.83,1,9,True,0.242,price_inflation
B-003813,T-00982,V-0453,11482095.94,1,18,False,0.089,none
B-003814,T-00982,V-0195,11839540.01,1,13,False,0.056,none
B-003815,T-00983,V-0307,1510169.13,3,14,False,0.039,none
B-003816,T-00983,V-0203,1604405.06,0,12,True,0.058,none
B-003817,T-00984,V-0198,26648752.74,3,14,True,0.083,none
B-003818,T-00984,V-0303,25164017.38,3,8,False,0.004,none
B-003819,T-00984,V-0261,27273501.02,8,11,False,0.073,none
B-003820,T-00984,V-0462,27011456.01,9,18,False,0.034,none
B-003821,T-00984,V-0247,26854775.7,3,9,False,0.115,none
B-003822,T-00984,V-0474,24749571.97,9,10,False,0.112,none
B-003823,T-00985,V-0338,1475172.82,0,14,True,0.066,ai_generated_doc
B-003824,T-00985,V-0329,1419008.83,1,8,False,0.182,none
B-003825,T-00986,V-0380,1451070.2,6,10,True,0.0,bid_suppression
B-003826,T-00987,V-0087,283849.55,3,8,False,0.026,none
B-003827,T-00987,V-0065,283415.94,6,18,False,0.016,none
B-003828,T-00987,V-0262,314764.91,5,18,False,0.134,none
B-003829,T-00987,V-0080,429164.98,8,18,True,0.076,price_inflation
B-003830,T-00987,V-0143,303739.03,4,17,False,0.184,none
B-003831,T-00988,V-0161,3173646.58,1,15,True,0.019,none
B-003832,T-00988,V-0082,3268581.12,4,16,False,0.128,none
B-003833,T-00989,V-0182,1130944.21,8,18,False,0.015,none
B-003834,T-00989,V-0264,1154387.18,0,14,False,0.012,none
B-003835,T-00989,V-0377,972142.19,3,18,False,0.12,none
B-003836,T-00989,V-0048,1117238.79,5,14,False,0.129,none
B-003837,T-00989,V-0283,1128385.49,1,14,True,0.03,none
B-003838,T-00990,V-0383,28130614.09,7,10,True,0.149,shell_company
B-003839,T-00990,V-0490,30166460.94,1,14,False,0.119,none
B-003840,T-00990,V-0187,29497726.15,3,15,False,0.183,none
B-003841,T-00991,V-0293,3888802.19,8,17,True,0.097,none
B-003842,T-00991,V-0429,4261050.5,9,8,False,0.059,none
B-003843,T-00992,V-0357,4359623.15,10,8,True,0.075,none
B-003844,T-00992,V-0024,4586275.75,6,15,False,0.052,none
B-003845,T-00992,V-0058,4196922.08,10,10,False,0.017,none
B-003846,T-00993,V-0215,21479960.91,1,15,True,0.092,none
B-003847,T-00993,V-0471,22331134.49,8,13,False,0.04,none
B-003848,T-00993,V-0061,21936566.13,0,8,False,0.047,none
B-003849,T-00994,V-0124,2812479.77,9,13,True,0.112,none
B-003850,T-00994,V-0243,2963891.6,5,16,False,0.116,none
B-003851,T-00995,V-0355,3452758.19,10,17,False,0.138,none
B-003852,T-00995,V-0215,3629276.74,8,9,True,0.023,none
B-003853,T-00995,V-0462,3670972.37,4,11,False,0.091,none
B-003854,T-00995,V-0495,3348311.72,2,10,False,0.137,none
B-003855,T-00996,V-0054,349888.13,9,10,True,0.048,none
B-003856,T-00996,V-0224,306236.74,1,18,False,0.111,none
B-003857,T-00996,V-0414,378618.2,4,15,False,0.13,none
B-003858,T-00996,V-0139,337756.93,2,9,False,0.123,none
B-003859,T-00997,V-0207,1165675.17,8,14,True,0.035,none
B-003860,T-00997,V-0415,1140196.36,9,12,False,0.054,none
B-003861,T-00997,V-0019,1241667.06,1,11,False,0.108,none
B-003862,T-00998,V-0119,1433836.56,0,17,False,0.036,none
B-003863,T-00998,V-0048,1726313.03,7,17,True,0.06,none
B-003864,T-00998,V-0160,1717063.72,10,13,False,0.116,none
B-003865,T-00998,V-0199,1681001.25,9,8,False,0.098,none
B-003866,T-00999,V-0185,230056.5,2,18,False,0.042,none
B-003867,T-00999,V-0451,197366.4,0,16,False,0.148,none
B-003868,T-00999,V-0403,218118.58,9,17,False,0.13,none
B-003869,T-00999,V-0296,212921.0,1,15,True,0.073,none
B-003870,T-01000,V-0168,4722289.95,6,14,True,0.076,none
B-003871,T-01000,V-0333,4214267.55,1,11,False,0.032,none
B-003872,T-01000,V-0484,4196941.13,9,15,False,0.029,none
B-003873,T-01001,V-0244,1500679.38,1,15,True,0.099,none
B-003874,T-01001,V-0354,1444011.39,4,8,False,0.106,none
B-003875,T-01002,V-0333,547054.5,4,9,True,0.103,none
B-003876,T-01002,V-0087,583434.98,8,11,False,0.122,none
B-003877,T-01002,V-0330,616923.32,0,14,False,0.101,none
B-003878,T-01003,V-0222,825642.96,1,16,True,0.015,none
B-003879,T-01003,V-0160,754089.87,4,12,False,0.04,none
B-003880,T-01003,V-0157,648668.97,4,16,False,0.131,none
B-003881,T-01004,V-0080,12224875.53,3,13,False,0.001,none
B-003882,T-01004,V-0354,10984925.36,9,12,True,0.066,none
B-003883,T-01005,V-0060,4933749.05,10,9,False,0.147,none
B-003884,T-01005,V-0342,4659269.43,6,12,True,0.001,none
B-003885,T-01006,V-0052,9007162.2,9,16,False,0.093,none
B-003886,T-01006,V-0158,8654018.56,1,11,True,0.07,none
B-003887,T-01006,V-0253,8471473.73,5,12,False,0.125,none
