tender_id,category,department_id,estimated_value,published_date,submission_deadline_days,is_emergency_procurement,split_parent_tender_id
T-01155,Road Maintenance,DEPT-005,11842424.29,2025-08-16,24,False,
T-01156,Consulting,DEPT-001,3015720.62,2023-11-21,21,False,
T-01157,Office Equipment,DEPT-012,293620.6,2025-12-11,22,False,
T-01158,IT Services,DEPT-006,5973927.84,2023-11-07,21,False,
T-01159,Road Maintenance,DEPT-015,21707129.86,2023-10-14,18,False,
T-01160,Consulting,DEPT-013,1240351.04,2023-05-20,30,False,
T-01161,Catering,DEPT-013,281857.66,2025-08-24,29,False,
T-01162,Medical Supplies,DEPT-019,288285.73,2025-11-04,26,False,
T-01163,Consulting,DEPT-005,3281463.2,2024-10-25,28,False,
T-01164,Road Maintenance,DEPT-019,15570256.87,2025-04-06,12,False,
T-01165,Construction,DEPT-001,22774501.68,2023-11-22,17,False,
T-01166,IT Services,DEPT-022,2085992.64,2023-08-06,25,False,
T-01167,Catering,DEPT-011,842721.39,2024-04-19,17,False,
T-01168,IT Services,DEPT-006,4877467.78,2025-02-25,23,False,
T-01169,IT Services,DEPT-002,4125104.81,2024-05-27,13,False,
T-01170,Construction,DEPT-024,39535849.77,2023-05-30,24,False,
T-01171,Road Maintenance,DEPT-020,4274554.06,2023-03-02,15,False,
T-01172,Road Maintenance,DEPT-004,17683469.3,2025-07-09,22,False,
T-01173,Medical Supplies,DEPT-021,2515264.79,2026-03-21,27,False,
T-01174,Office Equipment,DEPT-007,670889.44,2024-06-01,25,False,
T-01175,Catering,DEPT-022,1463435.75,2024-08-08,17,False,
T-01176,Office Equipment,DEPT-024,1054032.42,2023-11-28,23,False,
T-01177,Office Equipment,DEPT-003,1487321.19,2026-04-07,10,False,
T-01178,IT Services,DEPT-007,1288636.03,2023-03-10,14,False,
T-01179,Construction,DEPT-012,5956166.68,2025-04-15,28,False,
T-01180,IT Services,DEPT-011,5877408.89,2024-01-15,30,False,
T-01181,Catering,DEPT-007,1198935.14,2024-02-29,28,False,
T-01182,Catering,DEPT-017,620905.27,2024-12-22,21,False,
T-01183,Medical Supplies,DEPT-003,614603.31,2025-06-17,23,False,
T-01184,Security Services,DEPT-003,708369.7,2026-03-11,12,False,
T-01185,Medical Supplies,DEPT-017,5381016.62,2024-09-02,13,False,
T-01186,IT Services,DEPT-016,1777378.4,2024-04-17,11,False,
T-01187,Road Maintenance,DEPT-001,8760917.49,2024-04-03,19,False,
T-01188,Consulting,DEPT-013,1287950.73,2025-01-02,12,False,
T-01189,Medical Supplies,DEPT-010,2226728.39,2023-06-03,27,False,
T-01190,Office Equipment,DEPT-017,150664.57,2025-10-21,19,False,
T-01191,Security Services,DEPT-020,2268615.25,2023-04-27,27,False,
T-01192,IT Services,DEPT-019,820616.74,2025-08-22,18,False,
T-01193,Construction,DEPT-002,32413547.3,2024-11-23,23,False,
T-01194,Consulting,DEPT-007,1321817.99,2024-11-16,11,False,
T-01195,Medical Supplies,DEPT-007,3309069.7,2026-01-25,20,False,
T-01196,Construction,DEPT-008,35443005.33,2025-10-07,12,False,
T-01197,Construction,DEPT-012,26733340.02,2023-05-25,23,False,
T-01198,IT Services,DEPT-018,4403774.96,2025-09-07,14,False,
T-01199,Consulting,DEPT-024,1756802.01,2023-03-27,13,False,
